step,x,rust_status,ffi_status,rust_n,rust_nt,rust_anom,rust_exc,rust_norm,ffi_anom,ffi_exc,ffi_norm
1385,0.473893977236003,Normal,Normal,1386,7,0,3,383,0,3,383
1386,0.865181211382151,Normal,Normal,1387,7,0,3,384,0,3,384
1387,0.093919510487467,Normal,Normal,1388,7,0,3,385,0,3,385
1388,0.099559296388179,Normal,Normal,1389,7,0,3,386,0,3,386
1389,0.382895932532847,Normal,Normal,1390,7,0,3,387,0,3,387
1390,0.301763101480901,Normal,Normal,1391,7,0,3,388,0,3,388
1391,0.657119908835739,Normal,Normal,1392,7,0,3,389,0,3,389
1392,0.809095308184624,Normal,Normal,1393,7,0,3,390,0,3,390
1393,0.131702144630253,Normal,Normal,1394,7,0,3,391,0,3,391
1394,0.051508286036551,Normal,Normal,1395,7,0,3,392,0,3,392
1395,0.053422295488417,Normal,Normal,1396,7,0,3,393,0,3,393
1396,0.457715608179569,Normal,Normal,1397,7,0,3,394,0,3,394
1397,0.780868353787810,Normal,Normal,1398,7,0,3,395,0,3,395
1398,0.692076441831887,Normal,Normal,1399,7,0,3,396,0,3,396
1399,0.442560235038400,Normal,Normal,1400,7,0,3,397,0,3,397
1400,0.119111280888319,Normal,Normal,1401,7,0,3,398,0,3,398
1401,0.589636708144099,Normal,Normal,1402,7,0,3,399,0,3,399
1402,0.578634846955538,Normal,Normal,1403,7,0,3,400,0,3,400
1403,0.529899219051003,Normal,Normal,1404,7,0,3,401,0,3,401
1404,0.595045256428421,Normal,Normal,1405,7,0,3,402,0,3,402
1405,0.361916841007769,Normal,Normal,1406,7,0,3,403,0,3,403
1406,0.304285453632474,Normal,Normal,1407,7,0,3,404,0,3,404
1407,0.888723324984312,Normal,Normal,1408,7,0,3,405,0,3,405
1408,0.476584654767066,Normal,Normal,1409,7,0,3,406,0,3,406
1409,0.169820267707109,Normal,Normal,1410,7,0,3,407,0,3,407
1410,0.609729114454240,Normal,Normal,1411,7,0,3,408,0,3,408
1411,0.525747115258127,Normal,Normal,1412,7,0,3,409,0,3,409
1412,0.618925380054861,Normal,Normal,1413,7,0,3,410,0,3,410
1413,0.596196226775646,Normal,Normal,1414,7,0,3,411,0,3,411
1414,0.233656209893525,Normal,Normal,1415,7,0,3,412,0,3,412
1415,0.829808299429715,Normal,Normal,1416,7,0,3,413,0,3,413
1416,0.070090204011649,Normal,Normal,1417,7,0,3,414,0,3,414
1417,0.098837421275675,Normal,Normal,1418,7,0,3,415,0,3,415
1418,0.923727810382843,Normal,Normal,1419,7,0,3,416,0,3,416
1419,0.169649500865489,Normal,Normal,1420,7,0,3,417,0,3,417
1420,0.481733353808522,Normal,Normal,1421,7,0,3,418,0,3,418
1421,0.225490911863744,Normal,Normal,1422,7,0,3,419,0,3,419
1422,0.826769409701228,Normal,Normal,1423,7,0,3,420,0,3,420
1423,0.290828662458807,Normal,Normal,1424,7,0,3,421,0,3,421
1424,0.357193056959659,Normal,Normal,1425,7,0,3,422,0,3,422
1425,0.878277695737779,Normal,Normal,1426,7,0,3,423,0,3,423
1426,0.344250957947224,Normal,Normal,1427,7,0,3,424,0,3,424
1427,0.814908665139228,Normal,Normal,1428,7,0,3,425,0,3,425
1428,0.659146049525589,Normal,Normal,1429,7,0,3,426,0,3,426
1429,0.036327399779111,Normal,Normal,1430,7,0,3,427,0,3,427
1430,0.257468900177628,Normal,Normal,1431,7,0,3,428,0,3,428
1431,0.778257330879569,Normal,Normal,1432,7,0,3,429,0,3,429
1432,0.625964107923210,Normal,Normal,1433,7,0,3,430,0,3,430
1433,0.836103747133166,Normal,Normal,1434,7,0,3,431,0,3,431
1434,0.308156549930573,Normal,Normal,1435,7,0,3,432,0,3,432
1435,0.221009364351630,Normal,Normal,1436,7,0,3,433,0,3,433
1436,0.198020588140935,Normal,Normal,1437,7,0,3,434,0,3,434
1437,0.612442003563046,Normal,Normal,1438,7,0,3,435,0,3,435
1438,0.109732689801604,Normal,Normal,1439,7,0,3,436,0,3,436
1439,0.674605243373662,Normal,Normal,1440,7,0,3,437,0,3,437
1440,0.782262271270156,Normal,Normal,1441,7,0,3,438,0,3,438
1441,0.719461804255843,Normal,Normal,1442,7,0,3,439,0,3,439
1442,0.200352358631790,Normal,Normal,1443,7,0,3,440,0,3,440
1443,0.401187651325017,Normal,Normal,1444,7,0,3,441,0,3,441
1444,0.315658031031489,Normal,Normal,1445,7,0,3,442,0,3,442
1445,0.434008568525314,Normal,Normal,1446,7,0,3,443,0,3,443
1446,0.230995951220393,Normal,Normal,1447,7,0,3,444,0,3,444
1447,0.385748235043138,Normal,Normal,1448,7,0,3,445,0,3,445
1448,0.532845989800990,Normal,Normal,1449,7,0,3,446,0,3,446
1449,0.154723761603236,Normal,Normal,1450,7,0,3,447,0,3,447
1450,0.555397735908628,Normal,Normal,1451,7,0,3,448,0,3,448
1451,0.014579343609512,Normal,Normal,1452,7,0,3,449,0,3,449
1452,0.380214673466980,Normal,Normal,1453,7,0,3,450,0,3,450
1453,0.382167146075517,Normal,Normal,1454,7,0,3,451,0,3,451
1454,0.305408006068319,Normal,Normal,1455,7,0,3,452,0,3,452
1455,0.737407730426639,Normal,Normal,1456,7,0,3,453,0,3,453
1456,0.260444841813296,Normal,Normal,1457,7,0,3,454,0,3,454
1457,0.649658964015543,Normal,Normal,1458,7,0,3,455,0,3,455
1458,0.552316395565867,Normal,Normal,1459,7,0,3,456,0,3,456
1459,0.919590891804546,Normal,Normal,1460,7,0,3,457,0,3,457
1460,0.685986364260316,Normal,Normal,1461,7,0,3,458,0,3,458
1461,0.809785295743495,Normal,Normal,1462,7,0,3,459,0,3,459
1462,0.697848222684115,Normal,Normal,1463,7,0,3,460,0,3,460
1463,0.311950472183526,Normal,Normal,1464,7,0,3,461,0,3,461
1464,0.645889043342322,Normal,Normal,1465,7,0,3,462,0,3,462
1465,0.006004772614688,Normal,Normal,1466,7,0,3,463,0,3,463
1466,0.532959837000817,Normal,Normal,1467,7,0,3,464,0,3,464
1467,0.843909631483257,Normal,Normal,1468,7,0,3,465,0,3,465
1468,0.618446776177734,Normal,Normal,1469,7,0,3,466,0,3,466
1469,0.642692526802421,Normal,Normal,1470,7,0,3,467,0,3,467
1470,0.518514874856919,Normal,Normal,1471,7,0,3,468,0,3,468
1471,0.400709047447890,Normal,Normal,1472,7,0,3,469,0,3,469
1472,0.362154331058264,Normal,Normal,1473,7,0,3,470,0,3,470
1473,0.718867233488709,Normal,Normal,1474,7,0,3,471,0,3,471
1474,0.801896699238569,Normal,Normal,1475,7,0,3,472,0,3,472
1475,0.677812362089753,Normal,Normal,1476,7,0,3,473,0,3,473
1476,0.152875802014023,Normal,Normal,1477,7,0,3,474,0,3,474
1477,0.032892650458962,Normal,Normal,1478,7,0,3,475,0,3,475
1478,0.063560597132891,Normal,Normal,1479,7,0,3,476,0,3,476
1479,0.685721791815013,Normal,Normal,1480,7,0,3,477,0,3,477
1480,0.187616412062198,Normal,Normal,1481,7,0,3,478,0,3,478
1481,0.618958333507180,Normal,Normal,1482,7,0,3,479,0,3,479
1482,0.700301135890186,Normal,Normal,1483,7,0,3,480,0,3,480
1483,0.567831085529178,Normal,Normal,1484,7,0,3,481,0,3,481
1484,0.001125479582697,Normal,Normal,1485,7,0,3,482,0,3,482
1485,0.005709141958505,Normal,Normal,1486,7,0,3,483,0,3,483
1486,0.305238816421479,Normal,Normal,1487,7,0,3,484,0,3,484
1487,0.261570321395993,Normal,Normal,1488,7,0,3,485,0,3,485
1488,0.655368106439710,Normal,Normal,1489,7,0,3,486,0,3,486
1489,0.857555211987346,Normal,Normal,1490,7,0,3,487,0,3,487
1490,0.181161213200539,Normal,Normal,1491,7,0,3,488,0,3,488
1491,0.341354470700026,Normal,Normal,1492,7,0,3,489,0,3,489
1492,0.667340508196503,Normal,Normal,1493,7,0,3,490,0,3,490
1493,0.879009435884655,Normal,Normal,1494,7,0,3,491,0,3,491
1494,0.653304942883551,Normal,Normal,1495,7,0,3,492,0,3,492
1495,0.313229551538825,Normal,Normal,1496,7,0,3,493,0,3,493
1496,0.885014208499342,Normal,Normal,1497,7,0,3,494,0,3,494
1497,0.186264779884368,Normal,Normal,1498,7,0,3,495,0,3,495
1498,0.157139183022082,Normal,Normal,1499,7,0,3,496,0,3,496
1499,0.503460984677076,Normal,Normal,1500,7,0,3,497,0,3,497
1500,0.828957306686789,Normal,Normal,1501,7,0,3,498,0,3,498
1501,0.675654058344662,Normal,Normal,1502,7,0,3,499,0,3,499
1502,0.904170032590628,Normal,Normal,1503,7,0,3,500,0,3,500
1503,0.191111637745053,Normal,Normal,1504,7,0,3,501,0,3,501
1504,0.394521291833371,Normal,Normal,1505,7,0,3,502,0,3,502
1505,0.706066731829196,Normal,Normal,1506,7,0,3,503,0,3,503
1506,0.868923999834806,Normal,Normal,1507,7,0,3,504,0,3,504
1507,0.547397094313055,Normal,Normal,1508,7,0,3,505,0,3,505
1508,0.738959382288158,Normal,Normal,1509,7,0,3,506,0,3,506
1509,0.932484597433358,Normal,Normal,1510,7,0,3,507,0,3,507
1510,0.233118886128068,Normal,Normal,1511,7,0,3,508,0,3,508
1511,0.926575794350356,Normal,Normal,1512,7,0,3,509,0,3,509
1512,0.551442930940539,Normal,Normal,1513,7,0,3,510,0,3,510
1513,0.933420022018254,Normal,Normal,1514,7,0,3,511,0,3,511
1514,0.494406879879534,Normal,Normal,1515,7,0,3,512,0,3,512
1515,0.552568410523236,Normal,Normal,1516,7,0,3,513,0,3,513
1516,0.939129164442420,Normal,Normal,1517,7,0,3,514,0,3,514
1517,0.799645696301013,Normal,Normal,1518,7,0,3,515,0,3,515
1518,0.814138731919229,Normal,Normal,1519,7,0,3,516,0,3,516
1519,0.594497270882130,Normal,Normal,1520,7,0,3,517,0,3,517
1520,0.657200908754021,Normal,Normal,1521,7,0,3,518,0,3,518
1521,0.995299945585430,Normal,Normal,1522,7,0,3,519,0,3,519
1522,0.935851741582155,Normal,Normal,1523,7,0,3,520,0,3,520
1523,0.324541416950524,Normal,Normal,1524,7,0,3,521,0,3,521
1524,0.874309381470084,Normal,Normal,1525,7,0,3,522,0,3,522
1525,0.589156684465706,Normal,Normal,1526,7,0,3,523,0,3,523
1526,0.637770968489349,Normal,Normal,1527,7,0,3,524,0,3,524
1527,0.759323590435088,Normal,Normal,1528,7,0,3,525,0,3,525
1528,0.775421464815736,Normal,Normal,1529,7,0,3,526,0,3,526
1529,0.794910151511431,Normal,Normal,1530,7,0,3,527,0,3,527
1530,0.262784575112164,Normal,Normal,1531,7,0,3,528,0,3,528
1531,0.604378771502525,Normal,Normal,1532,7,0,3,529,0,3,529
1532,0.470564209856093,Normal,Normal,1533,7,0,3,530,0,3,530
1533,0.166954607702792,Normal,Normal,1534,7,0,3,531,0,3,531
1534,0.795490409713238,Normal,Normal,1535,7,0,3,532,0,3,532
1535,0.865085502155125,Normal,Normal,1536,7,0,3,533,0,3,533
1536,0.873021339531988,Normal,Normal,1537,7,0,3,534,0,3,534
1537,0.664414409548044,Normal,Normal,1538,7,0,3,535,0,3,535
1538,0.412482596468180,Normal,Normal,1539,7,0,3,536,0,3,536
1539,0.611980721820146,Normal,Normal,1540,7,0,3,537,0,3,537
1540,0.596899006981403,Normal,Normal,1541,7,0,3,538,0,3,538
1541,0.645601482596248,Normal,Normal,1542,7,0,3,539,0,3,539
1542,0.538556516170502,Normal,Normal,1543,7,0,3,540,0,3,540
1543,0.148341937921941,Normal,Normal,1544,7,0,3,541,0,3,541
1544,0.579021505080163,Normal,Normal,1545,7,0,3,542,0,3,542
1545,0.032963396515697,Normal,Normal,1546,7,0,3,543,0,3,543
1546,0.700910348445177,Normal,Normal,1547,7,0,3,544,0,3,544
1547,0.518150669522583,Normal,Normal,1548,7,0,3,545,0,3,545
1548,0.832609092816710,Normal,Normal,1549,7,0,3,546,0,3,546
1549,0.515049080830067,Normal,Normal,1550,7,0,3,547,0,3,547
1550,0.112647940404713,Normal,Normal,1551,7,0,3,548,0,3,548
1551,0.489810001570731,Normal,Normal,1552,7,0,3,549,0,3,549
1552,0.510349026415497,Normal,Normal,1553,7,0,3,550,0,3,550
1553,0.048499681986868,Normal,Normal,1554,7,0,3,551,0,3,551
1554,0.814351418521255,Normal,Normal,1555,7,0,3,552,0,3,552
1555,0.384658407885581,Normal,Normal,1556,7,0,3,553,0,3,553
1556,0.637656366452575,Normal,Normal,1557,7,0,3,554,0,3,554
1557,0.452122387010604,Normal,Normal,1558,7,0,3,555,0,3,555
1558,0.143981998320669,Normal,Normal,1559,7,0,3,556,0,3,556
1559,0.413077831268311,Normal,Normal,1560,7,0,3,557,0,3,557
1560,0.247032538987696,Normal,Normal,1561,7,0,3,558,0,3,558
1561,0.406766573898494,Normal,Normal,1562,7,0,3,559,0,3,559
1562,0.017456603236496,Normal,Normal,1563,7,0,3,560,0,3,560
1563,0.717596748843789,Normal,Normal,1564,7,0,3,561,0,3,561
1564,0.573721181601286,Normal,Normal,1565,7,0,3,562,0,3,562
1565,0.812947012949735,Normal,Normal,1566,7,0,3,563,0,3,563
1566,0.582682250998914,Normal,Normal,1567,7,0,3,564,0,3,564
1567,0.446742521598935,Normal,Normal,1568,7,0,3,565,0,3,565
1568,0.477361422497779,Normal,Normal,1569,7,0,3,566,0,3,566
1569,0.995164847467095,Normal,Normal,1570,7,0,3,567,0,3,567
1570,0.058723243419081,Normal,Normal,1571,7,0,3,568,0,3,568
1571,0.074260429944843,Normal,Normal,1572,7,0,3,569,0,3,569
1572,0.640766330529004,Normal,Normal,1573,7,0,3,570,0,3,570
1573,0.597279760055244,Normal,Normal,1574,7,0,3,571,0,3,571
1574,0.222602367866784,Normal,Normal,1575,7,0,3,572,0,3,572
1575,0.219787835609168,Normal,Normal,1576,7,0,3,573,0,3,573
1576,0.630243156570941,Normal,Normal,1577,7,0,3,574,0,3,574
1577,0.923512716777623,Normal,Normal,1578,7,0,3,575,0,3,575
1578,0.737938505131751,Normal,Normal,1579,7,0,3,576,0,3,576
1579,0.462852249387652,Normal,Normal,1580,7,0,3,577,0,3,577
1580,0.438561797607690,Normal,Normal,1581,7,0,3,578,0,3,578
1581,0.850586445536464,Normal,Normal,1582,7,0,3,579,0,3,579
1582,0.952662251424044,Normal,Normal,1583,7,0,3,580,0,3,580
1583,0.948910824023187,Normal,Normal,1584,7,0,3,581,0,3,581
1584,0.899086127523333,Normal,Normal,1585,7,0,3,582,0,3,582
1585,0.767013669945300,Normal,Normal,1586,7,0,3,583,0,3,583
1586,0.333569231908768,Normal,Normal,1587,7,0,3,584,0,3,584
1587,0.536742493975908,Normal,Normal,1588,7,0,3,585,0,3,585
1588,0.219136057421565,Normal,Normal,1589,7,0,3,586,0,3,586
1589,0.477551230695099,Normal,Normal,1590,7,0,3,587,0,3,587
1590,0.949820325709879,Normal,Normal,1591,7,0,3,588,0,3,588
1591,0.466168596409261,Normal,Normal,1592,7,0,3,589,0,3,589
1592,0.884317804593593,Normal,Normal,1593,7,0,3,590,0,3,590
1593,0.967276928946376,Normal,Normal,1594,7,0,3,591,0,3,591
1594,0.183765345253050,Normal,Normal,1595,7,0,3,592,0,3,592
1595,0.458038986194879,Normal,Normal,1596,7,0,3,593,0,3,593
1596,0.780223941896111,Normal,Normal,1597,7,0,3,594,0,3,594
1597,0.766447596717626,Normal,Normal,1598,7,0,3,595,0,3,595
1598,0.904781507793814,Normal,Normal,1599,7,0,3,596,0,3,596
1599,0.257585364393890,Normal,Normal,1600,7,0,3,597,0,3,597
1600,0.761612444184721,Normal,Normal,1601,7,0,3,598,0,3,598
1601,0.963504751678556,Normal,Normal,1602,7,0,3,599,0,3,599
1602,0.331845794338733,Normal,Normal,1603,7,0,3,600,0,3,600
1603,0.402378774713725,Normal,Normal,1604,7,0,3,601,0,3,601
1604,0.560784511733800,Normal,Normal,1605,7,0,3,602,0,3,602
1605,0.554448162671179,Normal,Normal,1606,7,0,3,603,0,3,603
1606,0.622166610322893,Normal,Normal,1607,7,0,3,604,0,3,604
1607,0.191027668304741,Normal,Normal,1608,7,0,3,605,0,3,605
1608,0.477960879448801,Normal,Normal,1609,7,0,3,606,0,3,606
1609,0.360105115454644,Normal,Normal,1610,7,0,3,607,0,3,607
1610,0.653879917692393,Normal,Normal,1611,7,0,3,608,0,3,608
1611,0.916522677056491,Normal,Normal,1612,7,0,3,609,0,3,609
1612,0.210691560991108,Normal,Normal,1613,7,0,3,610,0,3,610
1613,0.606542169116437,Normal,Normal,1614,7,0,3,611,0,3,611
1614,0.865433501079679,Normal,Normal,1615,7,0,3,612,0,3,612
1615,0.109777688514441,Normal,Normal,1616,7,0,3,613,0,3,613
1616,0.373555839527398,Normal,Normal,1617,7,0,3,614,0,3,614
1617,0.199002732988447,Normal,Normal,1618,7,0,3,615,0,3,615
1618,0.646520182956010,Normal,Normal,1619,7,0,3,616,0,3,616
1619,0.592691896948963,Normal,Normal,1620,7,0,3,617,0,3,617
1620,0.676553963683546,Normal,Normal,1621,7,0,3,618,0,3,618
1621,0.596340508665890,Normal,Normal,1622,7,0,3,619,0,3,619
1622,0.058860493358225,Normal,Normal,1623,7,0,3,620,0,3,620
1623,0.560871768277138,Normal,Normal,1624,7,0,3,621,0,3,621
1624,0.563617437612265,Normal,Normal,1625,7,0,3,622,0,3,622
1625,0.242625838611275,Normal,Normal,1626,7,0,3,623,0,3,623
1626,0.018910754937679,Normal,Normal,1627,7,0,3,624,0,3,624
1627,0.343841379508376,Normal,Normal,1628,7,0,3,625,0,3,625
1628,0.009073435328901,Normal,Normal,1629,7,0,3,626,0,3,626
1629,0.923692262731493,Normal,Normal,1630,7,0,3,627,0,3,627
1630,0.601426743902266,Normal,Normal,1631,7,0,3,628,0,3,628
1631,0.770685879979283,Normal,Normal,1632,7,0,3,629,0,3,629
1632,0.887197014410049,Normal,Normal,1633,7,0,3,630,0,3,630
1633,0.933272538706660,Normal,Normal,1634,7,0,3,631,0,3,631
1634,0.173064654693007,Normal,Normal,1635,7,0,3,632,0,3,632
1635,0.447981526143849,Normal,Normal,1636,7,0,3,633,0,3,633
1636,0.487720701377839,Normal,Normal,1637,7,0,3,634,0,3,634
1637,0.795231265481561,Normal,Normal,1638,7,0,3,635,0,3,635
1638,0.639009194448590,Normal,Normal,1639,7,0,3,636,0,3,636
1639,0.965681580826640,Normal,Normal,1640,7,0,3,637,0,3,637
1640,0.155336380936205,Normal,Normal,1641,7,0,3,638,0,3,638
1641,0.292889112606645,Normal,Normal,1642,7,0,3,639,0,3,639
1642,0.882204257883132,Normal,Normal,1643,7,0,3,640,0,3,640
1643,0.366027942392975,Normal,Normal,1644,7,0,3,641,0,3,641
1644,0.899431281723082,Normal,Normal,1645,7,0,3,642,0,3,642
1645,0.747637758962810,Normal,Normal,1646,7,0,3,643,0,3,643
1646,0.475805630907416,Normal,Normal,1647,7,0,3,644,0,3,644
1647,0.272987121250480,Normal,Normal,1648,7,0,3,645,0,3,645
1648,0.946640491951257,Normal,Normal,1649,7,0,3,646,0,3,646
1649,0.122325813863426,Normal,Normal,1650,7,0,3,647,0,3,647
1650,0.865679018199444,Normal,Normal,1651,7,0,3,648,0,3,648
1651,0.623194456100464,Normal,Normal,1652,7,0,3,649,0,3,649
1652,0.718666322529316,Normal,Normal,1653,7,0,3,650,0,3,650
1653,0.924539511557668,Normal,Normal,1654,7,0,3,651,0,3,651
1654,0.184066224377602,Normal,Normal,1655,7,0,3,652,0,3,652
1655,0.282283760141581,Normal,Normal,1656,7,0,3,653,0,3,653
1656,0.167165350634605,Normal,Normal,1657,7,0,3,654,0,3,654
1657,0.202976979315281,Normal,Normal,1658,7,0,3,655,0,3,655
1658,0.626125139649957,Normal,Normal,1659,7,0,3,656,0,3,656
1659,0.176238785963506,Normal,Normal,1660,7,0,3,657,0,3,657
1660,0.126669242512435,Normal,Normal,1661,7,0,3,658,0,3,658
1661,0.227551884017885,Normal,Normal,1662,7,0,3,659,0,3,659
1662,0.946924665942788,Normal,Normal,1663,7,0,3,660,0,3,660
1663,0.013866256922483,Normal,Normal,1664,7,0,3,661,0,3,661
1664,0.160824422724545,Normal,Normal,1665,7,0,3,662,0,3,662
1665,0.119989321101457,Normal,Normal,1666,7,0,3,663,0,3,663
1666,0.461847783531994,Normal,Normal,1667,7,0,3,664,0,3,664
1667,0.648545124102384,Normal,Normal,1668,7,0,3,665,0,3,665
1668,0.915220586583018,Normal,Normal,1669,7,0,3,666,0,3,666
1669,0.100856977980584,Normal,Normal,1670,7,0,3,667,0,3,667
1670,0.614226704929024,Normal,Normal,1671,7,0,3,668,0,3,668
1671,0.070556967519224,Normal,Normal,1672,7,0,3,669,0,3,669
1672,0.393746090587229,Normal,Normal,1673,7,0,3,670,0,3,670
1673,0.496430962812155,Normal,Normal,1674,7,0,3,671,0,3,671
1674,0.436584909912199,Normal,Normal,1675,7,0,3,672,0,3,672
1675,0.293177372775972,Normal,Normal,1676,7,0,3,673,0,3,673
1676,0.244068721774966,Normal,Normal,1677,7,0,3,674,0,3,674
1677,0.912390541285276,Normal,Normal,1678,7,0,3,675,0,3,675
1678,0.566164494026452,Normal,Normal,1679,7,0,3,676,0,3,676
1679,0.190709213726223,Normal,Normal,1680,7,0,3,677,0,3,677
1680,0.034716355148703,Normal,Normal,1681,7,0,3,678,0,3,678
1681,0.431843512691557,Normal,Normal,1682,7,0,3,679,0,3,679
1682,0.813903669826686,Normal,Normal,1683,7,0,3,680,0,3,680
1683,0.753382678143680,Normal,Normal,1684,7,0,3,681,0,3,681
1684,0.356383024249226,Normal,Normal,1685,7,0,3,682,0,3,682
1685,0.997969894669950,Excess,Excess,1686,8,0,4,682,0,4,682
1686,0.035666438285261,Normal,Normal,1687,8,0,4,683,0,4,683
1687,0.523548374883831,Normal,Normal,1688,8,0,4,684,0,4,684
1688,0.200946873985231,Normal,Normal,1689,8,0,4,685,0,4,685
1689,0.661791578400880,Normal,Normal,1690,8,0,4,686,0,4,686
1690,0.699787161312997,Normal,Normal,1691,8,0,4,687,0,4,687
1691,0.327616116497666,Normal,Normal,1692,8,0,4,688,0,4,688
1692,0.889343462418765,Normal,Normal,1693,8,0,4,689,0,4,689
1693,0.646711827255785,Normal,Normal,1694,8,0,4,690,0,4,690
1694,0.341482373885810,Normal,Normal,1695,8,0,4,691,0,4,691
1695,0.050167885143310,Normal,Normal,1696,8,0,4,692,0,4,692
1696,0.766701148357242,Normal,Normal,1697,8,0,4,693,0,4,693
1697,0.803330157417804,Normal,Normal,1698,8,0,4,694,0,4,694
1698,0.698713009245694,Normal,Normal,1699,8,0,4,695,0,4,695
1699,0.681921734940261,Normal,Normal,1700,8,0,4,696,0,4,696
1700,0.904187135398388,Normal,Normal,1701,8,0,4,697,0,4,697
1701,0.312939714174718,Normal,Normal,1702,8,0,4,698,0,4,698
1702,0.752478702925146,Normal,Normal,1703,8,0,4,699,0,4,699
1703,0.297933226451278,Normal,Normal,1704,8,0,4,700,0,4,700
1704,0.809370676986873,Normal,Normal,1705,8,0,4,701,0,4,701
1705,0.189063612837344,Normal,Normal,1706,8,0,4,702,0,4,702
1706,0.591110599227250,Normal,Normal,1707,8,0,4,703,0,4,703
1707,0.053439398761839,Normal,Normal,1708,8,0,4,704,0,4,704
1708,0.101454154122621,Normal,Normal,1709,8,0,4,705,0,4,705
1709,0.157275093253702,Normal,Normal,1710,8,0,4,706,0,4,706
1710,0.244148612488061,Normal,Normal,1711,8,0,4,707,0,4,707
1711,0.136170509736985,Normal,Normal,1712,8,0,4,708,0,4,708
1712,0.589118605945259,Normal,Normal,1713,8,0,4,709,0,4,709
1713,0.058052282780409,Normal,Normal,1714,8,0,4,710,0,4,710
1714,0.889553187880665,Normal,Normal,1715,8,0,4,711,0,4,711
1715,0.945501630660146,Normal,Normal,1716,8,0,4,712,0,4,712
1716,0.056022177450359,Normal,Normal,1717,8,0,4,713,0,4,713
1717,0.925219626165926,Normal,Normal,1718,8,0,4,714,0,4,714
1718,0.469050005543977,Normal,Normal,1719,8,0,4,715,0,4,715
1719,0.256969051435590,Normal,Normal,1720,8,0,4,716,0,4,716
1720,0.587011204566807,Normal,Normal,1721,8,0,4,717,0,4,717
1721,0.168837166856974,Normal,Normal,1722,8,0,4,718,0,4,718
1722,0.584585168398917,Normal,Normal,1723,8,0,4,719,0,4,719
1723,0.476354666985571,Normal,Normal,1724,8,0,4,720,0,4,720
1724,0.815548994578421,Normal,Normal,1725,8,0,4,721,0,4,721
1725,0.926067542284727,Normal,Normal,1726,8,0,4,722,0,4,722
1726,0.526522552128881,Normal,Normal,1727,8,0,4,723,0,4,723
1727,0.582250142935663,Normal,Normal,1728,8,0,4,724,0,4,724
1728,0.729397699702531,Normal,Normal,1729,8,0,4,725,0,4,725
1729,0.225235561374575,Normal,Normal,1730,8,0,4,726,0,4,726
1730,0.264171878341585,Normal,Normal,1731,8,0,4,727,0,4,727
1731,0.633584835100919,Normal,Normal,1732,8,0,4,728,0,4,728
1732,0.538175275549293,Normal,Normal,1733,8,0,4,729,0,4,729
1733,0.016650581266731,Normal,Normal,1734,8,0,4,730,0,4,730
1734,0.931518061552197,Normal,Normal,1735,8,0,4,731,0,4,731
1735,0.347545952536166,Normal,Normal,1736,8,0,4,732,0,4,732
1736,0.205714194104075,Normal,Normal,1737,8,0,4,733,0,4,733
1737,0.522628660779446,Normal,Normal,1738,8,0,4,734,0,4,734
1738,0.400985351298004,Normal,Normal,1739,8,0,4,735,0,4,735
1739,0.307168348692358,Normal,Normal,1740,8,0,4,736,0,4,736
1740,0.679903754498810,Normal,Normal,1741,8,0,4,737,0,4,737
1741,0.645133964251727,Normal,Normal,1742,8,0,4,738,0,4,738
1742,0.443338858429343,Normal,Normal,1743,8,0,4,739,0,4,739
1743,0.269022360444069,Normal,Normal,1744,8,0,4,740,0,4,740
1744,0.703186247032136,Normal,Normal,1745,8,0,4,741,0,4,741
1745,0.332892046310008,Normal,Normal,1746,8,0,4,742,0,4,742
1746,0.214523991104215,Normal,Normal,1747,8,0,4,743,0,4,743
1747,0.759208424482495,Normal,Normal,1748,8,0,4,744,0,4,744
1748,0.258111672475934,Normal,Normal,1749,8,0,4,745,0,4,745
1749,0.683573997113854,Normal,Normal,1750,8,0,4,746,0,4,746
1750,0.016177475918084,Normal,Normal,1751,8,0,4,747,0,4,747
1751,0.845122877508402,Normal,Normal,1752,8,0,4,748,0,4,748
1752,0.852411163970828,Normal,Normal,1753,8,0,4,749,0,4,749
1753,0.600762644317001,Normal,Normal,1754,8,0,4,750,0,4,750
1754,0.321477544493973,Normal,Normal,1755,8,0,4,751,0,4,751
1755,0.667960158549249,Normal,Normal,1756,8,0,4,752,0,4,752
1756,0.526830186601728,Normal,Normal,1757,8,0,4,753,0,4,753
1757,0.848000097088516,Normal,Normal,1758,8,0,4,754,0,4,754
1758,0.250210301950574,Normal,Normal,1759,8,0,4,755,0,4,755
1759,0.256227886304259,Normal,Normal,1760,8,0,4,756,0,4,756
1760,0.073235658463091,Normal,Normal,1761,8,0,4,757,0,4,757
1761,0.514382180292159,Normal,Normal,1762,8,0,4,758,0,4,758
1762,0.889812721870840,Normal,Normal,1763,8,0,4,759,0,4,759
1763,0.611410934478045,Normal,Normal,1764,8,0,4,760,0,4,760
1764,0.531032761558890,Normal,Normal,1765,8,0,4,761,0,4,761
1765,0.821330783423036,Normal,Normal,1766,8,0,4,762,0,4,762
1766,0.958956887014210,Normal,Normal,1767,8,0,4,763,0,4,763
1767,0.736746955662966,Normal,Normal,1768,8,0,4,764,0,4,764
1768,0.343959444668144,Normal,Normal,1769,8,0,4,765,0,4,765
1769,0.359942238777876,Normal,Normal,1770,8,0,4,766,0,4,766
1770,0.043915304355323,Normal,Normal,1771,8,0,4,767,0,4,767
1771,0.023863199166954,Normal,Normal,1772,8,0,4,768,0,4,768
